N_Simulations,Price,Std_Error,CI_95_Lower,CI_95_Upper
1000,36.93355349972173,0.01637235745468055,36.901463679110556,36.96564332033291
5000,36.9464553029049,0.007181459505513477,36.93237964227409,36.96053096353571
10000,36.93845172615441,0.005015484763901794,36.92862137601716,36.94828207629166
50000,36.92757486808327,0.002262151231143623,36.92314105167023,36.93200868449631
100000,36.933290495131544,0.0016014255670292836,36.930151701020165,36.93642928924292
500000,36.93169106079412,0.0007138699591684232,36.93029187567415,36.933090245914094
1000000,36.93129249885857,0.0005060728569147622,36.93030059605901,36.93228440165812
